timestamp,open,high,low,close,volume
2015-01-06 15:30:00,107.01,107.13,106.5758,106.61,2288698
2015-01-06 15:45:00,106.61,106.72,106.01,106.1,2254763
2015-01-06 16:00:00,106.09,106.153,105.71,105.92,2059240
2015-01-06 16:15:00,105.94,105.99,105.48,105.6869,1771901
2015-01-06 16:30:00,105.68,105.7,104.63,104.909,4024135
2015-01-06 16:45:00,104.9,105.4,104.89,105.29,1494565
2015-01-06 17:00:00,105.29,105.8,105.08,105.7501,2463706
2015-01-06 17:15:00,105.751,105.76,104.871,105.279,2093157
2015-01-06 17:30:00,105.27,105.978,105.22,105.68,1628727
2015-01-06 17:45:00,105.69,106.38,105.66,106.3299,1898428
2015-01-06 18:00:00,106.32,106.35,105.54,105.71,1545374
2015-01-06 18:15:00,105.7165,105.73,105.13,105.64,1773830
2015-01-06 18:30:00,105.63,105.92,105.46,105.86,1392190
2015-01-06 18:45:00,105.88,106.43,105.86,106.41,1807011
2015-01-06 19:00:00,106.41,106.44,105.84,105.9,1932541
2015-01-06 19:15:00,105.91,106.36,105.89,106.34,1597982
2015-01-06 19:30:00,106.31,106.65,106.11,106.55,2236962
2015-01-06 19:45:00,106.58,107.05,106.57,106.82,3331369
2015-01-06 20:00:00,106.81,106.96,106.47,106.8859,2042374
2015-01-06 20:15:00,106.881,107.43,106.86,107.3982,3178397
2015-01-06 20:30:00,107.399,107.41,106.64,106.72,2537003
2015-01-06 20:45:00,106.72,106.95,106.05,106.23,4514657
2015-01-07 14:30:00,107.2,107.5,106.695,107.44,4378201
2015-01-07 14:45:00,107.46,107.93,107.26,107.8399,2829431
2015-01-07 15:00:00,107.83,108.2,107.52,107.5765,2921644
2015-01-07 15:15:00,107.571,107.98,107.54,107.8252,1645036
2015-01-07 15:30:00,107.82,107.82,107.28,107.61,1875577
2015-01-07 15:45:00,107.62,107.99,107.6199,107.84,1403853
2015-01-07 16:00:00,107.84,107.94,107.49,107.5,974244
2015-01-07 16:15:00,107.49,107.71,107.11,107.36,1881520
2015-01-07 16:30:00,107.34,107.82,107.32,107.81,1365701
2015-01-07 16:45:00,107.8,108.05,107.5724,107.9565,1292560
2015-01-07 17:00:00,107.96,108.1,107.7,107.73,1405382
2015-01-07 17:15:00,107.73,107.92,107.64,107.8,992562
2015-01-07 17:30:00,107.795,107.89,107.67,107.7706,1195176
2015-01-07 17:45:00,107.7763,107.95,107.75,107.78,792518
2015-01-07 18:00:00,107.79,108.0,107.62,107.7346,705791
2015-01-07 18:15:00,107.735,107.8401,107.35,107.4353,949039
2015-01-07 18:30:00,107.44,107.7,107.408,107.61,772389
2015-01-07 18:45:00,107.6,107.9,107.55,107.8,713379
2015-01-07 19:00:00,107.805,107.96,107.58,107.66,1315919
2015-01-07 19:15:00,107.66,107.8,107.43,107.51,960708
2015-01-07 19:30:00,107.5,107.78,107.5,107.62,737355
2015-01-07 19:45:00,107.62,107.72,107.36,107.45,943802
2015-01-07 20:00:00,107.45,107.78,107.38,107.5,815951
2015-01-07 20:15:00,107.5099,107.84,107.41,107.824,1198930
2015-01-07 20:30:00,107.82,107.86,107.61,107.7951,1084283
2015-01-07 20:45:00,107.79,107.87,107.6,107.75,2451558
2015-01-08 14:30:00,109.23,109.85,108.7,109.75,4862709
2015-01-08 14:45:00,109.75,109.89,109.52,109.85,2929455
2015-01-08 15:00:00,109.85,110.36,109.79,110.32,3156014
2015-01-08 15:15:00,110.33,110.41,110.041,110.062,2104067
2015-01-08 15:30:00,110.06,110.1,109.8,110.03,2274769
2015-01-08 15:45:00,110.024,110.3225,110.024,110.3225,1573322
2015-01-08 16:00:00,110.33,110.7,110.3,110.62,2692658
2015-01-08 16:15:00,110.6199,110.785,110.56,110.765,1635907
2015-01-08 16:30:00,110.77,111.13,110.6799,111.1,2153292
2015-01-08 16:45:00,111.09,111.53,111.08,111.485,2589944
2015-01-08 17:00:00,111.485,111.6,111.05,111.11,1943994
2015-01-08 17:15:00,111.101,111.29,110.91,111.25,1645995
2015-01-08 17:30:00,111.25,111.45,111.2401,111.4,1079187
2015-01-08 17:45:00,111.4025,111.49,111.27,111.445,972528
2015-01-08 18:00:00,111.445,111.88,111.43,111.6,1961516
2015-01-08 18:15:00,111.602,111.96,111.59,111.91,1320995
2015-01-08 18:30:00,111.9195,112.15,111.9,112.02,2250658
2015-01-08 18:45:00,112.05,112.0551,111.47,111.6,2169467
2015-01-08 19:00:00,111.61,111.99,111.511,111.85,1420337
2015-01-08 19:15:00,111.86,112.07,111.69,112.061,1414511
2015-01-08 19:30:00,112.0601,112.1,111.94,111.97,1509533
2015-01-08 19:45:00,111.97,112.05,111.86,111.94,1066907
2015-01-08 20:00:00,111.94,112.05,111.775,111.86,1301412
2015-01-08 20:15:00,111.86,112.08,111.85,112.08,1448993
2015-01-08 20:30:00,112.079,112.15,111.575,111.624,2072738
2015-01-08 20:45:00,111.63,112.06,111.57,111.87,4353338
2015-01-09 14:30:00,112.67,113.1,111.92,113.08,5481891
2015-01-09 14:45:00,113.07,113.25,111.83,112.2399,4992498
2015-01-09 15:00:00,112.24,112.55,111.94,112.12,2359660
2015-01-09 15:15:00,112.1399,112.1655,111.4,111.4848,2819373
2015-01-09 15:30:00,111.475,111.5455,110.68,110.82,3537292
2015-01-09 15:45:00,110.83,111.46,110.78,111.36,2454527
2015-01-09 16:00:00,111.35,111.36,110.21,110.52,2412077
2015-01-09 16:15:00,110.53,111.0,110.4,110.9596,1859122
2015-01-09 16:30:00,110.96,111.22,110.75,111.04,1520065
2015-01-09 16:45:00,111.04,111.329,110.95,111.14,1211098
2015-01-09 17:00:00,111.14,111.77,111.05,111.72,1513827
2015-01-09 17:15:00,111.72,111.72,111.27,111.4002,1201346
2015-01-09 17:30:00,111.41,111.539,111.11,111.28,721209
2015-01-09 17:45:00,111.28,111.37,111.12,111.14,695983
2015-01-09 18:00:00,111.15,111.65,111.07,111.6,1010789
2015-01-09 18:15:00,111.6,111.69,111.21,111.27,866455
2015-01-09 18:30:00,111.27,111.5,111.27,111.36,736895
2015-01-09 18:45:00,111.36,111.625,111.34,111.51,894939
2015-01-09 19:00:00,111.5,111.52,111.32,111.5,587949
2015-01-09 19:15:00,111.5,111.8,111.42,111.72,1077202
2015-01-09 19:30:00,111.74,112.03,111.53,112.0,1686281
2015-01-09 19:45:00,112.005,112.29,111.98,112.25,1709700
2015-01-09 20:00:00,112.25,112.6,112.2,112.58,2336570
2015-01-09 20:15:00,112.599,112.66,111.9,111.9945,2048940
2015-01-09 20:30:00,111.995,112.3,111.81,112.245,2252649
2015-01-09 20:45:00,112.24,112.25,111.95,112.0,3284390
2015-01-12 14:30:00,112.6,112.63,110.6801,111.052,4057943
2015-01-12 14:45:00,111.06,111.37,110.44,110.52,3465153
2015-01-12 15:00:00,110.53,110.55,109.36,109.825,4610714
2015-01-12 15:15:00,109.82,110.39,109.8,109.98,2356098
2015-01-12 15:30:00,109.98,110.56,109.8,110.4,2225476
2015-01-12 15:45:00,110.41,110.7,110.12,110.625,1546581
2015-01-12 16:00:00,110.63,110.73,110.37,110.42,1576530
2015-01-12 16:15:00,110.41,110.55,110.31,110.41,1148642
2015-01-12 16:30:00,110.41,110.49,110.09,110.11,1048173
2015-01-12 16:45:00,110.12,110.16,109.82,110.05,1489544
2015-01-12 17:00:00,110.05,110.29,110.02,110.205,881061
2015-01-12 17:15:00,110.21,110.46,110.01,110.35,821801
2015-01-12 17:30:00,110.35,110.43,109.96,110.0,1051214
2015-01-12 17:45:00,109.981,110.13,109.7,109.73,1720851
2015-01-12 18:00:00,109.739,109.77,109.23,109.456,2039069
2015-01-12 18:15:00,109.45,109.45,108.91,108.97,1912744
2015-01-12 18:30:00,108.9799,109.32,108.9334,109.29,1185667
2015-01-12 18:45:00,109.29,109.44,109.07,109.18,1135747
2015-01-12 19:00:00,109.18,109.35,109.08,109.32,937052
2015-01-12 19:15:00,109.31,109.42,108.9,108.92,1287622
2015-01-12 19:30:00,108.911,109.05,108.8,108.97,1403462
2015-01-12 19:45:00,108.975,109.27,108.8801,109.27,1232310
2015-01-12 20:00:00,109.27,109.44,109.21,109.31,1231705
2015-01-12 20:15:00,109.319,109.485,108.99,109.19,1429479
2015-01-12 20:30:00,109.19,109.28,108.82,109.2348,1952639
2015-01-12 20:45:00,109.24,109.66,109.2,109.26,3871987
2015-01-13 14:30:00,111.43,111.9,111.16,111.875,6462804
2015-01-13 14:45:00,111.88,112.03,111.67,111.98,3586925
2015-01-13 15:00:00,111.985,112.16,111.435,112.1272,2868119
2015-01-13 15:15:00,112.125,112.44,112.11,112.25,2506252
2015-01-13 15:30:00,112.25,112.555,111.405,112.53,2502197
2015-01-13 15:45:00,112.51,112.8,112.46,112.695,2608955
2015-01-13 16:00:00,112.7,112.7,112.18,112.2799,2575640
2015-01-13 16:15:00,112.28,112.35,112.02,112.27,1916407
2015-01-13 16:30:00,112.27,112.34,112.1,112.22,1237784
2015-01-13 16:45:00,112.2299,112.32,111.81,111.97,1471595
2015-01-13 17:00:00,111.979,112.01,111.58,111.711,1613667
2015-01-13 17:15:00,111.71,111.73,111.32,111.349,1739136
2015-01-13 17:30:00,111.341,111.35,110.92,111.008,2047185
2015-01-13 17:45:00,111.009,111.32,111.0,111.3,1485371
2015-01-13 18:00:00,111.29,111.47,111.29,111.425,993533
2015-01-13 18:15:00,111.43,112.0,110.54,110.71,1928567
2015-01-13 18:30:00,110.71,112.0,110.14,110.51,2473216
2015-01-13 18:45:00,110.51,110.72,109.72,110.021,3150938
2015-01-13 19:00:00,110.02,110.09,108.91,109.24,3593209
2015-01-13 19:15:00,109.23,109.91,109.11,109.8224,2602163
2015-01-13 19:30:00,109.82,110.27,109.8,110.14,2188588
2015-01-13 19:45:00,110.1399,110.24,109.7248,109.74,1891514
2015-01-13 20:00:00,109.75,110.24,109.51,110.23,2396494
2015-01-13 20:15:00,110.221,110.45,110.03,110.08,2234798
2015-01-13 20:30:00,110.09,110.89,110.071,110.79,2601488
2015-01-13 20:45:00,110.79,110.79,109.99,110.225,3110737
2015-01-14 14:30:00,109.04,110.49,108.94,110.47,4649177
2015-01-14 14:45:00,110.4736,110.4736,109.603,109.75,2459908
2015-01-14 15:00:00,109.749,110.349,109.64,109.86,2511344
2015-01-14 15:15:00,109.8575,110.0639,109.8,109.93,1223944
2015-01-14 15:30:00,109.92,109.95,109.46,109.6485,1918633
2015-01-14 15:45:00,109.66,109.965,109.26,109.59,1578861
2015-01-14 16:00:00,109.6,109.66,109.12,109.14,1408425
2015-01-14 16:15:00,109.13,109.48,109.05,109.26,1246899
2015-01-14 16:30:00,109.265,109.28,108.92,109.21,2097379
2015-01-14 16:45:00,109.2099,109.59,109.115,109.13,1211162
2015-01-14 17:00:00,109.149,109.3,108.85,108.9525,1124466
2015-01-14 17:15:00,108.9501,109.21,108.86,109.0999,1238283
2015-01-14 17:30:00,109.1,109.27,108.95,108.975,1129061
2015-01-14 17:45:00,108.975,109.14,108.73,109.0901,1364867
2015-01-14 18:00:00,109.1,109.2,108.8,108.8799,1005996
2015-01-14 18:15:00,108.8792,109.04,108.77,108.9,810281
2015-01-14 18:30:00,108.9,108.9,108.5,108.53,1513109
2015-01-14 18:45:00,108.54,108.98,108.52,108.92,1415955
2015-01-14 19:00:00,108.929,109.59,108.82,109.57,2034281
2015-01-14 19:15:00,109.575,109.8,109.42,109.75,1685307
2015-01-14 19:30:00,109.76,109.98,109.43,109.52,1856995
2015-01-14 19:45:00,109.53,109.61,109.08,109.0914,1238240
2015-01-14 20:00:00,109.1,109.5,109.072,109.2425,1192945
2015-01-14 20:15:00,109.23,109.87,109.23,109.74,1816216
2015-01-14 20:30:00,109.735,109.9,109.38,109.69,1812134
2015-01-14 20:45:00,109.68,109.87,109.6,109.79,2876710
2015-01-15 14:30:00,110.0,110.06,108.52,108.69,5128739
2015-01-15 14:45:00,108.6899,108.82,107.76,107.8,3852126
2015-01-15 15:00:00,107.77,108.17,107.54,108.01,3466178
2015-01-15 15:15:00,108.005,108.78,108.0,108.49,2919458
2015-01-15 15:30:00,108.49,108.84,108.3,108.5393,2065713
2015-01-15 15:45:00,108.5301,108.7,108.01,108.05,1955058
2015-01-15 16:00:00,108.06,108.23,107.72,107.93,2133973
2015-01-15 16:15:00,107.93,108.0341,106.93,107.04,3492426
2015-01-15 16:30:00,107.049,107.46,106.75,107.43,2959810
2015-01-15 16:45:00,107.37,107.54,107.01,107.13,1574652
2015-01-15 17:00:00,107.13,107.47,107.01,107.24,1551833
2015-01-15 17:15:00,107.24,107.32,107.04,107.199,1139020
2015-01-15 17:30:00,107.2,107.29,106.81,106.849,1776530
2015-01-15 17:45:00,106.84,107.12,106.66,106.9999,1975203
2015-01-15 18:00:00,107.0,108.4,106.97,107.311,1551458
2015-01-15 18:15:00,107.34,107.44,107.12,107.19,1287232
2015-01-15 18:30:00,107.18,107.2501,106.98,107.03,1155084
2015-01-15 18:45:00,107.02,107.34,106.97,107.1,998705
2015-01-15 19:00:00,107.091,107.24,106.97,107.21,1107731
2015-01-15 19:15:00,107.2,107.37,107.14,107.3,1033065
2015-01-15 19:30:00,107.2956,107.81,107.16,107.6761,1813911
2015-01-15 19:45:00,107.68,107.895,107.4,107.75,1283102
2015-01-15 20:00:00,107.75,107.87,107.51,107.53,1520344
2015-01-15 20:15:00,107.5361,107.55,107.17,107.49,1699265
2015-01-15 20:30:00,107.49,107.66,107.2,107.22,1620556
2015-01-15 20:45:00,107.225,107.31,106.81,106.83,4117704
2015-01-16 14:30:00,107.03,107.58,106.98,107.04,6546202
2015-01-16 14:45:00,107.05,107.08,105.91,106.2,4347892
2015-01-16 15:00:00,106.2,106.74,105.87,105.92,2780307
2015-01-16 15:15:00,105.91,106.74,105.8699,106.62,2755718
2015-01-16 15:30:00,106.62,106.8868,106.2,106.43,2034635
2015-01-16 15:45:00,106.42,106.66,105.96,106.47,2248229
2015-01-16 16:00:00,106.47,106.87,105.9517,106.38,11791820
2015-01-16 16:15:00,106.37,106.62,105.92,106.0245,1687151
2015-01-16 16:30:00,106.03,106.17,105.92,105.9299,1441187
2015-01-16 16:45:00,105.921,106.02,105.25,105.5048,3808385
2015-01-16 17:00:00,105.505,105.73,105.29,105.29,2211883
2015-01-16 17:15:00,105.2901,105.51,105.2,105.459,1773750
2015-01-16 17:30:00,105.46,105.64,105.34,105.6199,1302334
2015-01-16 17:45:00,105.61,106.08,105.51,105.83,2254697
2015-01-16 18:00:00,105.83,105.94,105.32,105.8,1401096
2015-01-16 18:15:00,105.8,105.83,105.28,105.5,1651463
2015-01-16 18:30:00,105.495,105.74,105.47,105.72,1256844
2015-01-16 18:45:00,105.715,105.8599,105.58,105.85,1046578
2015-01-16 19:00:00,105.85,105.93,105.71,105.76,1276992
2015-01-16 19:15:00,105.7558,105.9601,105.75,105.91,1407083
2015-01-16 19:30:00,105.929,105.93,105.76,105.82,1498305
2015-01-16 19:45:00,105.81,105.85,105.54,105.8046,2058571
2015-01-16 20:00:00,105.8,105.84,105.66,105.6701,1515043
2015-01-16 20:15:00,105.68,105.75,105.34,105.379,2661399
2015-01-16 20:30:00,105.38,105.74,105.3,105.7199,3165308
2015-01-16 20:45:00,105.72,106.0,105.69,105.98,6222933
2015-01-20 14:30:00,107.86,108.0,107.05,107.5,5369849
2015-01-20 14:45:00,107.51,107.6462,106.65,107.375,3546757
2015-01-20 15:00:00,107.345,107.6,107.16,107.4932,2093653
2015-01-20 15:15:00,107.4999,107.51,106.86,107.22,1854409
2015-01-20 15:30:00,107.22,107.29,106.71,106.915,1653464
2015-01-20 15:45:00,106.9,107.1,106.62,106.69,1478960
2015-01-20 16:00:00,106.69,107.09,106.5,107.03,1390562
2015-01-20 16:15:00,107.03,107.38,106.8999,107.16,1535542
2015-01-20 16:30:00,107.14,107.19,106.862,106.91,992567
2015-01-20 16:45:00,106.91,107.1,106.7399,107.065,1030015
2015-01-20 17:00:00,107.06,107.39,106.93,107.225,900010
2015-01-20 17:15:00,107.235,107.41,107.1,107.25,703238
2015-01-20 17:30:00,107.25,107.37,107.06,107.3599,657402
2015-01-20 17:45:00,107.36,107.587,107.33,107.53,894726
2015-01-20 18:00:00,107.53,108.78,107.22,107.2846,945466
2015-01-20 18:15:00,107.28,107.73,107.2754,107.6662,1131323
2015-01-20 18:30:00,107.67,107.74,107.45,107.595,846839
2015-01-20 18:45:00,107.59,107.7,107.5,107.6801,628502
2015-01-20 19:00:00,107.6801,107.98,107.63,107.8499,1485137
2015-01-20 19:15:00,107.84,108.05,107.75,107.845,1499273
2015-01-20 19:30:00,107.85,108.38,107.85,108.365,1742965
2015-01-20 19:45:00,108.36,108.5,108.26,108.49,1384809
2015-01-20 20:00:00,108.49,108.69,108.48,108.61,1401261
2015-01-20 20:15:00,108.61,108.68,108.42,108.53,1311848
2015-01-20 20:30:00,108.53,108.65,108.29,108.64,1576378
2015-01-20 20:45:00,108.64,108.78,108.54,108.71,3291344
2015-01-21 14:30:00,108.95,109.64,108.27,108.894,5006268
2015-01-21 14:45:00,108.8936,109.14,108.7,109.04,2582308
2015-01-21 15:00:00,109.035,109.5,108.925,109.44,2659880
2015-01-21 15:15:00,109.44,110.14,109.35,109.95,3315409
2015-01-21 15:30:00,109.96,110.55,108.95,110.54,2633049
2015-01-21 15:45:00,110.55,110.955,110.39,110.83,2493561
2015-01-21 16:00:00,110.84,111.06,110.1,110.61,2442271
2015-01-21 16:15:00,110.61,110.74,110.32,110.74,1408160
2015-01-21 16:30:00,110.74,110.88,110.51,110.58,1487254
2015-01-21 16:45:00,110.58,110.75,110.55,110.56,947650
2015-01-21 17:00:00,110.56,110.6599,110.4658,110.5999,889701
2015-01-21 17:15:00,110.59,110.7,110.35,110.4262,1054189
2015-01-21 17:30:00,110.4299,110.49,110.0901,110.3,859196
2015-01-21 17:45:00,110.3,110.33,109.63,109.99,1695807
2015-01-21 18:00:00,109.97,110.15,109.88,110.03,1135552
2015-01-21 18:15:00,110.0368,110.17,109.75,109.8058,851824
2015-01-21 18:30:00,109.81,109.88,109.55,109.8201,1054411
2015-01-21 18:45:00,109.8242,109.85,109.4051,109.41,1264451
2015-01-21 19:00:00,109.4125,109.77,109.21,109.726,1713923
2015-01-21 19:15:00,109.7232,109.9255,109.6,109.8268,1073139
2015-01-21 19:30:00,109.82,109.97,109.59,109.95,910585
2015-01-21 19:45:00,109.95,110.2,109.8701,110.11,1204138
2015-01-21 20:00:00,110.11,110.115,109.7,109.96,1221677
2015-01-21 20:15:00,109.96,110.05,109.8,109.81,1139781
2015-01-21 20:30:00,109.8001,109.98,109.61,109.67,1777539
2015-01-21 20:45:00,109.67,109.71,109.42,109.55,3001587
2015-01-22 14:30:00,110.26,111.02,109.9,110.14,5219401
2015-01-22 14:45:00,110.13,110.46,109.72,110.1707,2856265
2015-01-22 15:00:00,110.18,110.6,110.15,110.5,1925917
2015-01-22 15:15:00,110.51,110.7,110.235,110.37,2243504
2015-01-22 15:30:00,110.415,110.82,110.32,110.77,1865547
2015-01-22 15:45:00,110.78,111.32,110.66,111.2499,2366332
2015-01-22 16:00:00,111.25,111.3226,110.995,111.09,1574644
2015-01-22 16:15:00,111.09,111.48,110.99,111.465,1797269
2015-01-22 16:30:00,111.47,111.6,111.33,111.595,1786734
2015-01-22 16:45:00,111.595,111.67,111.25,111.55,1653951
2015-01-22 17:00:00,111.55,111.58,111.17,111.29,1412184
2015-01-22 17:15:00,111.28,111.67,111.22,111.61,1129424
2015-01-22 17:30:00,111.61,111.63,111.24,111.3501,745920
2015-01-22 17:45:00,111.36,111.48,111.13,111.2962,861831
2015-01-22 18:00:00,111.2912,111.4,111.225,111.33,525784
2015-01-22 18:15:00,111.3299,111.38,111.1101,111.1855,642301
2015-01-22 18:30:00,111.18,111.46,111.18,111.355,748236
2015-01-22 18:45:00,111.36,111.4761,111.34,111.4725,655568
2015-01-22 19:00:00,111.48,111.59,111.36,111.5715,773395
2015-01-22 19:15:00,111.5701,111.69,111.537,111.61,1038842
2015-01-22 19:30:00,111.61,111.78,111.57,111.7129,1139261
2015-01-22 19:45:00,111.7101,111.98,111.69,111.884,1428473
2015-01-22 20:00:00,111.89,112.25,111.84,112.17,2277412
2015-01-22 20:15:00,112.17,112.47,111.96,112.13,2385823
2015-01-22 20:30:00,112.13,112.22,112.04,112.175,1631428
2015-01-22 20:45:00,112.18,112.41,112.15,112.39,3074178
2015-01-23 14:30:00,112.3,112.36,111.53,111.655,4287817
2015-01-23 14:45:00,111.66,112.84,111.65,112.66,2822044
2015-01-23 15:00:00,112.66,112.67,112.06,112.1,1897685
2015-01-23 15:15:00,112.1,112.42,112.01,112.2599,1516012
2015-01-23 15:30:00,112.26,112.3,111.8,111.88,1235877
2015-01-23 15:45:00,111.871,112.329,111.77,112.12,1536156
2015-01-23 16:00:00,112.11,112.26,112.01,112.0901,814432
2015-01-23 16:15:00,112.1,112.44,112.09,112.42,857552
2015-01-23 16:30:00,112.42,112.68,112.37,112.65,1147825
2015-01-23 16:45:00,112.66,112.82,112.54,112.8,1491490
2015-01-23 17:00:00,112.8,112.91,112.67,112.8,1340470
2015-01-23 17:15:00,112.8,112.82,112.515,112.55,796331
2015-01-23 17:30:00,112.55,112.8901,112.55,112.8,920394
2015-01-23 17:45:00,112.8,112.96,112.73,112.9575,1023426
2015-01-23 18:00:00,112.955,113.15,112.84,113.13,1405907
2015-01-23 18:15:00,113.139,113.365,112.97,113.27,1480875
2015-01-23 18:30:00,113.2601,113.63,113.25,113.55,1803205
2015-01-23 18:45:00,113.54,113.75,113.52,113.6199,1497898
2015-01-23 19:00:00,113.62,113.71,113.23,113.25,1266035
2015-01-23 19:15:00,113.24,113.48,113.1501,113.3736,1259620
2015-01-23 19:30:00,113.37,113.52,113.29,113.38,1156352
2015-01-23 19:45:00,113.37,113.39,112.92,113.105,1955570
2015-01-23 20:00:00,113.105,113.13,112.81,112.99,1527779
2015-01-23 20:15:00,112.996,113.02,112.85,112.995,1218140
2015-01-23 20:30:00,112.985,113.01,112.93,112.96,1652959
2015-01-23 20:45:00,112.96,113.1102,112.8,112.99,3686299
2015-01-26 14:30:00,113.74,113.91,113.13,113.3851,5725138
2015-01-26 14:45:00,113.39,113.71,113.33,113.678,2448380
2015-01-26 15:00:00,113.69,113.84,113.54,113.64,1969666
2015-01-26 15:15:00,113.64,113.666,113.26,113.605,2104979
2015-01-26 15:30:00,113.6,113.73,113.5,113.729,1519788
2015-01-26 15:45:00,113.73,114.25,113.72,114.22,2642911
2015-01-26 16:00:00,114.22,114.3626,114.1,114.16,1820882
2015-01-26 16:15:00,114.16,114.28,113.91,114.01,1696160
2015-01-26 16:30:00,114.01,114.07,113.8,113.805,1392105
2015-01-26 16:45:00,113.81,113.84,113.51,113.587,1760468
2015-01-26 17:00:00,113.59,113.6799,113.3839,113.425,1667916
2015-01-26 17:15:00,113.43,113.75,113.42,113.6299,1194832
2015-01-26 17:30:00,113.63,113.68,113.46,113.62,907922
2015-01-26 17:45:00,113.63,113.63,113.42,113.53,894849
2015-01-26 18:00:00,113.53,113.54,113.31,113.3901,1040860
2015-01-26 18:15:00,113.4,113.58,113.38,113.5,778921
2015-01-26 18:30:00,113.5,113.68,113.5,113.63,910809
2015-01-26 18:45:00,113.64,113.79,113.6,113.659,1278289
2015-01-26 19:00:00,113.669,113.8101,113.65,113.7446,1348031
2015-01-26 19:15:00,113.75,113.8057,113.54,113.6701,1056674
2015-01-26 19:30:00,113.68,113.74,113.36,113.371,1431805
2015-01-26 19:45:00,113.37,113.39,112.9,113.1445,2500093
2015-01-26 20:00:00,113.15,113.38,113.0301,113.275,1226964
2015-01-26 20:15:00,113.28,113.3,112.94,113.03,1995513
2015-01-26 20:30:00,113.03,113.03,112.8,112.88,2013245
2015-01-26 20:45:00,112.86,113.26,112.855,113.09,2934373
2015-01-27 14:30:00,112.42,112.48,110.54,111.43,7835695
2015-01-27 14:45:00,111.42,111.6,110.83,111.101,3531212
2015-01-27 15:00:00,111.1,111.34,110.9,111.035,2486691
